Iteracion 	 mejor fitness encontrado 
0	3329
1	3329
2	3329
3	3329
4	3329
5	3329
6	3329
7	3329
8	3329
9	3329
10	3329
11	3329
12	3329
13	3329
14	3329
15	3329
16	3329
17	3329
18	3329
19	3329
20	3329
21	3329
22	3329
23	3329
24	3329
25	3329
26	3329
27	3329
28	3329
29	3329
30	3329
31	3329
32	3329
33	3329
34	3329
35	3329
36	3329
37	3329
38	3329
39	3329
40	3329
41	3329
42	3329
43	3329
44	3329
45	3329
46	3329
47	3329
48	3329
49	3329
50	3329
51	3329
52	3329
53	3329
54	3329
55	3329
56	3329
57	3329
58	3329
59	3329
60	3329
61	3329
62	3329
63	3329
64	3329
65	3329
66	3329
67	3329
68	3329
69	3329
70	3329
71	3329
72	3329
73	3329
74	3329
75	3329
76	3329
77	3329
78	3329
79	3329
80	3329
81	3329
82	3329
83	3329
84	3329
85	3329
86	3329
87	3329
88	3329
89	3329
90	3329
91	3329
92	3329
93	3329
94	3329
95	3329
96	3329
97	3329
98	3329
99	3329
100	3329
101	3329
102	3329
103	3329
104	3329
105	3236
106	3236
107	3236
108	3236
109	3236
110	3236
111	3236
112	3236
113	3236
114	3236
115	3236
116	3236
117	3236
118	3236
119	3236
120	3236
121	3236
122	3236
123	3236
124	3236
125	3236
126	3236
127	3236
128	3236
129	3236
130	3236
131	3236
132	3236
133	3236
134	3236
135	3236
136	3236
137	3236
138	3236
139	3236
140	3236
141	3236
142	3236
143	3236
144	3236
145	3236
146	3236
147	3236
148	3236
149	3236
150	3236
151	3236
152	3236
153	3236
154	3236
155	3236
156	3188
157	3188
158	3188
159	3188
160	3184
161	3184
162	3184
163	3184
164	3184
165	3184
166	3184
167	3184
168	3184
169	3184
170	3184
171	3082
172	3082
173	3082
174	3082
175	3082
176	3025
177	3025
178	3025
179	3025
180	3025
181	3025
182	3025
183	3025
184	3025
185	3025
186	3025
187	3025
188	3025
189	3025
190	3025
191	3025
192	3025
193	3025
194	3025
195	3025
196	3025
197	3025
198	3025
199	2936
