Iteracion 	 mejor fitness encontrado 
0	4410
1	3969
2	3969
3	3969
4	3740
5	3740
6	3740
7	3740
8	3740
9	3740
10	3740
11	3740
12	3740
13	3740
14	3740
15	3740
16	3740
17	3740
18	3740
19	3740
20	3740
21	3740
22	3740
23	3740
24	3740
25	3740
26	3740
27	3740
28	3492
29	3492
30	3492
31	3492
32	3492
33	3492
34	3492
35	3492
36	3492
37	3492
38	3492
39	3492
40	3492
41	3492
42	3492
43	3492
44	3492
45	3492
46	3492
47	3492
48	3492
49	3492
50	3492
51	3492
52	3492
53	3492
54	3492
55	3466
56	3466
57	3466
58	3466
59	3422
60	3422
61	3422
62	3422
63	3422
64	3422
65	3422
66	3422
67	3422
68	3422
69	3422
70	3422
71	3422
72	3422
73	3422
74	3422
75	3273
76	3273
77	3273
78	3273
79	3273
80	3273
81	3273
82	3273
83	3273
84	3273
85	3273
86	3273
87	3273
88	3273
89	3273
90	3273
91	3273
92	3273
93	3273
94	3204
95	3204
96	3204
97	3204
98	3204
99	3204
100	3204
101	3204
102	3204
103	3204
104	3204
105	3204
106	3204
107	3204
108	3204
109	3204
110	3204
111	3204
112	3204
113	3204
114	3204
115	3204
116	3204
117	3204
118	3204
119	3204
120	3204
121	3204
122	3204
123	3204
124	3204
125	3204
126	3204
127	3204
128	3204
129	3204
130	3204
131	3204
132	3204
133	3204
134	3204
135	3204
136	3204
137	3204
138	3204
139	3176
140	3176
141	3157
142	3157
143	3157
144	3151
145	3151
146	3151
147	3151
148	3151
149	3151
150	3103
151	3103
152	3103
153	3103
154	3103
155	3103
156	3103
157	3103
158	3103
159	3103
160	3025
161	3025
162	3025
163	3025
164	3025
165	3025
166	3025
167	3025
168	3025
169	3025
170	3025
171	3025
172	3025
173	3025
174	3025
175	3025
176	3025
177	3025
178	3025
179	3025
180	3025
181	3025
182	3025
183	3025
184	3025
185	3025
186	3025
187	3025
188	3025
189	3025
190	3025
191	3025
192	3018
193	3018
194	3018
195	3018
196	3018
197	3018
198	3018
199	3018
