Iteracion 	 mejor fitness encontrado 
0	4504
1	3778
2	3778
3	3778
4	3778
5	3778
6	3778
7	3669
8	3669
9	3669
10	3669
11	3669
12	3669
13	3669
14	3669
15	3669
16	3669
17	3669
18	3622
19	3622
20	3622
21	3622
22	3622
23	3513
24	3148
25	3148
26	3148
27	3148
28	3148
29	3148
30	3148
31	3148
32	3148
33	3148
34	3148
35	3148
36	3148
37	3148
38	3148
39	3148
40	3148
41	3148
42	2949
43	2949
44	2949
45	2949
46	2949
47	2949
48	2949
49	2949
50	2949
51	2949
52	2949
53	2949
54	2949
55	2949
56	2949
57	2949
58	2949
59	2949
60	2949
61	2949
62	2949
63	2949
64	2949
65	2949
66	2949
67	2949
68	2949
69	2949
70	2875
71	2875
72	2875
73	2875
74	2875
75	2875
76	2875
77	2875
78	2875
79	2875
80	2875
81	2766
82	2766
83	2766
84	2766
85	2766
86	2766
87	2766
88	2766
89	2766
90	2766
91	2766
92	2766
93	2766
94	2766
95	2766
96	2766
97	2766
98	2766
99	2766
100	2766
101	2766
102	2766
103	2766
104	2766
105	2766
106	2766
107	2766
108	2766
109	2766
110	2766
111	2766
112	2766
113	2766
114	2766
115	2766
116	2766
117	2766
118	2766
119	2766
120	2766
121	2766
122	2766
123	2766
124	2766
125	2766
126	2691
127	2691
128	2691
129	2691
130	2691
131	2691
132	2691
133	2634
134	2634
135	2634
136	2634
137	2634
138	2602
139	2602
140	2602
141	2602
142	2602
143	2602
144	2602
145	2602
146	2602
147	2602
148	2602
149	2602
150	2602
151	2602
152	2602
153	2602
154	2602
155	2602
156	2602
157	2545
158	2545
159	2545
160	2545
161	2545
162	2545
163	2545
164	2545
165	2545
166	2545
167	2545
168	2545
169	2545
170	2545
171	2545
172	2545
173	2545
174	2545
175	2359
176	2359
177	2359
178	2359
179	2359
180	2359
181	2359
182	2359
183	2359
184	2359
185	2359
186	2359
187	2359
188	2359
189	2359
190	2359
191	2359
192	2359
193	2359
194	2359
195	2359
196	2359
197	2359
198	2359
199	2359
