Iteracion 	 mejor fitness encontrado 
0	4787
1	4345
2	4224
3	4224
4	4224
5	4196
6	3774
7	3774
8	3754
9	3754
10	3683
11	3683
12	3575
13	3575
14	3575
15	3575
16	3575
17	3575
18	3575
19	3575
20	3565
21	3565
22	3565
23	3565
24	3565
25	3532
26	3532
27	3532
28	3348
29	3348
30	3348
31	3348
32	3348
33	3348
34	3348
35	3348
36	3348
37	3348
38	3348
39	3348
40	3165
41	3165
42	3165
43	3165
44	3165
45	3165
46	3165
47	3165
48	3165
49	3165
50	3165
51	3165
52	3165
53	3165
54	3165
55	3165
56	2873
57	2873
58	2873
59	2873
60	2873
61	2873
62	2873
63	2873
64	2873
65	2873
66	2873
67	2873
68	2873
69	2873
70	2873
71	2852
72	2852
73	2852
74	2852
75	2852
76	2852
77	2852
78	2852
79	2852
80	2852
81	2852
82	2852
83	2852
84	2852
85	2852
86	2803
87	2803
88	2803
89	2803
90	2615
91	2615
92	2615
93	2615
94	2615
95	2615
96	2615
97	2615
98	2615
99	2615
100	2615
101	2615
102	2615
103	2615
104	2615
105	2615
106	2615
107	2612
108	2612
109	2612
110	2612
111	2612
112	2612
113	2612
114	2612
115	2612
116	2612
117	2612
118	2612
119	2612
120	2612
121	2612
122	2612
123	2612
124	2612
125	2612
126	2612
127	2594
128	2570
129	2570
130	2570
131	2570
132	2570
133	2570
134	2570
135	2570
136	2570
137	2570
138	2570
139	2570
140	2570
141	2570
142	2570
143	2570
144	2570
145	2570
146	2570
147	2570
148	2570
149	2508
150	2508
151	2508
152	2508
153	2508
154	2508
155	2508
156	2508
157	2508
158	2508
159	2405
160	2405
161	2405
162	2405
163	2405
164	2405
165	2405
166	2405
167	2405
168	2405
169	2405
170	2405
171	2405
172	2405
173	2405
174	2405
175	2405
176	2405
177	2405
178	2405
179	2405
180	2405
181	2405
182	2405
183	2405
184	2405
185	2405
186	2405
187	2405
188	2405
189	2405
190	2405
191	2405
192	2405
193	2405
194	2405
195	2359
196	2359
197	2359
198	2359
199	2359
