Iteracion 	 mejor fitness encontrado 
0	4208
1	4208
2	4208
3	4208
4	4208
5	4208
6	4208
7	4208
8	3963
9	3963
10	3963
11	3796
12	3796
13	3678
14	3678
15	3678
16	3678
17	3678
18	3678
19	3678
20	3678
21	3678
22	3678
23	3678
24	3678
25	3678
26	3678
27	3678
28	3627
29	3627
30	3627
31	3627
32	3627
33	3627
34	3627
35	3627
36	3627
37	3627
38	3627
39	3627
40	3627
41	3627
42	3627
43	3627
44	3627
45	3627
46	3627
47	3591
48	3591
49	3591
50	3348
51	2975
52	2975
53	2975
54	2975
55	2975
56	2975
57	2975
58	2975
59	2975
60	2975
61	2975
62	2975
63	2975
64	2975
65	2975
66	2975
67	2975
68	2975
69	2975
70	2975
71	2975
72	2975
73	2975
74	2975
75	2975
76	2975
77	2975
78	2975
79	2975
80	2975
81	2975
82	2975
83	2975
84	2975
85	2975
86	2975
87	2975
88	2975
89	2975
90	2975
91	2975
92	2975
93	2975
94	2970
95	2970
96	2970
97	2900
98	2900
99	2888
100	2888
101	2888
102	2865
103	2796
104	2796
105	2796
106	2796
107	2796
108	2796
109	2796
110	2796
111	2796
112	2796
113	2796
114	2796
115	2796
116	2796
117	2796
118	2796
119	2796
120	2796
121	2796
122	2796
123	2796
124	2796
125	2796
126	2796
127	2796
128	2796
129	2796
130	2796
131	2796
132	2796
133	2796
134	2796
135	2723
136	2723
137	2723
138	2723
139	2723
140	2702
141	2702
142	2702
143	2702
144	2702
145	2702
146	2702
147	2702
148	2702
149	2702
150	2702
151	2642
152	2642
153	2642
154	2642
155	2642
156	2642
157	2642
158	2634
159	2634
160	2634
161	2634
162	2634
163	2634
164	2634
165	2634
166	2634
167	2634
168	2634
169	2540
170	2540
171	2540
172	2540
173	2540
174	2540
175	2540
176	2540
177	2540
178	2540
179	2540
180	2540
181	2540
182	2540
183	2540
184	2540
185	2540
186	2533
187	2533
188	2533
189	2533
190	2533
191	2533
192	2533
193	2533
194	2533
195	2533
196	2533
197	2533
198	2533
199	2533
