Iteracion 	 mejor fitness encontrado 
0	3452
1	3452
2	3452
3	3452
4	3452
5	3452
6	3452
7	3452
8	3452
9	3452
10	3452
11	3430
12	3430
13	3430
14	3430
15	3430
16	3430
17	3430
18	3363
19	3363
20	3363
21	3363
22	3363
23	3363
24	3363
25	3363
26	3363
27	3363
28	3363
29	3363
30	3363
31	3363
32	3363
33	3363
34	3363
35	3363
36	3363
37	3363
38	3363
39	3363
40	3363
41	3363
42	3363
43	3363
44	3285
45	3285
46	3285
47	3285
48	3285
49	3285
50	3285
51	3285
52	3285
53	3113
54	3113
55	3113
56	3113
57	3113
58	2908
59	2908
60	2908
61	2908
62	2908
63	2908
64	2908
65	2908
66	2908
67	2908
68	2908
69	2908
70	2908
71	2908
72	2908
73	2908
74	2908
75	2908
76	2718
77	2718
78	2718
79	2718
80	2718
81	2718
82	2718
83	2718
84	2718
85	2718
86	2718
87	2718
88	2718
89	2718
90	2718
91	2718
92	2718
93	2718
94	2718
95	2718
96	2718
97	2718
98	2718
99	2718
100	2718
101	2718
102	2718
103	2718
104	2718
105	2702
106	2702
107	2702
108	2622
109	2622
110	2622
111	2622
112	2622
113	2622
114	2622
115	2622
116	2622
117	2568
118	2512
119	2512
120	2512
121	2512
122	2512
123	2512
124	2512
125	2512
126	2512
127	2512
128	2512
129	2512
130	2512
131	2512
132	2512
133	2512
134	2512
135	2512
136	2512
137	2512
138	2464
139	2464
140	2464
141	2464
142	2464
143	2464
144	2464
145	2457
146	2457
147	2457
148	2409
149	2409
150	2409
151	2409
152	2409
153	2409
154	2409
155	2409
156	2409
157	2409
158	2409
159	2409
160	2409
161	2409
162	2409
163	2409
164	2409
165	2409
166	2409
167	2409
168	2409
169	2409
170	2409
171	2409
172	2409
173	2409
174	2409
175	2409
176	2404
177	2404
178	2404
179	2404
180	2404
181	2404
182	2404
183	2404
184	2404
185	2404
186	2404
187	2404
188	2404
189	2404
190	2404
191	2404
192	2404
193	2404
194	2404
195	2404
196	2404
197	2404
198	2404
199	2404
