Iteracion 	 mejor fitness encontrado 
0	3969
1	3969
2	3699
3	3699
4	3699
5	3699
6	3699
7	3699
8	3699
9	3699
10	3699
11	3699
12	3699
13	3699
14	3699
15	3699
16	3573
17	3573
18	3573
19	3573
20	3573
21	3573
22	3573
23	3573
24	3573
25	3573
26	3573
27	3547
28	3547
29	3547
30	3547
31	3547
32	3442
33	3442
34	3442
35	3442
36	3442
37	3442
38	3442
39	3442
40	3442
41	3442
42	3442
43	3442
44	3442
45	3442
46	3442
47	3442
48	3442
49	3442
50	3442
51	3181
52	3181
53	3181
54	3181
55	3181
56	3181
57	3181
58	3181
59	3072
60	3072
61	3072
62	3072
63	3072
64	3072
65	3072
66	3072
67	3072
68	3072
69	3072
70	3072
71	3072
72	3072
73	3072
74	3072
75	3072
76	3072
77	3072
78	3072
79	3072
80	3072
81	3072
82	3072
83	2889
84	2889
85	2889
86	2889
87	2889
88	2889
89	2889
90	2889
91	2889
92	2889
93	2889
94	2889
95	2889
96	2889
97	2889
98	2889
99	2889
100	2889
101	2889
102	2889
103	2770
104	2770
105	2770
106	2770
107	2770
108	2770
109	2770
110	2770
111	2770
112	2770
113	2770
114	2770
115	2770
116	2770
117	2770
118	2770
119	2770
120	2770
121	2770
122	2759
123	2759
124	2759
125	2759
126	2759
127	2759
128	2759
129	2759
130	2759
131	2759
132	2759
133	2759
134	2759
135	2759
136	2735
137	2735
138	2735
139	2735
140	2735
141	2735
142	2735
143	2735
144	2735
145	2735
146	2735
147	2735
148	2735
149	2735
150	2716
151	2716
152	2716
153	2716
154	2716
155	2716
156	2716
157	2716
158	2716
159	2716
160	2716
161	2716
162	2716
163	2716
164	2716
165	2716
166	2716
167	2716
168	2716
169	2716
170	2716
171	2716
172	2716
173	2716
174	2716
175	2716
176	2716
177	2716
178	2716
179	2716
180	2716
181	2716
182	2716
183	2716
184	2716
185	2716
186	2716
187	2716
188	2716
189	2716
190	2716
191	2716
192	2716
193	2716
194	2716
195	2716
196	2716
197	2716
198	2716
199	2716
