Iteracion 	 mejor fitness encontrado 
0	4312
1	3969
2	3969
3	3969
4	3969
5	3969
6	3969
7	3969
8	3969
9	3969
10	3969
11	3969
12	3969
13	3969
14	3969
15	3811
16	3648
17	3648
18	3648
19	3648
20	3648
21	3648
22	3648
23	3648
24	3648
25	3648
26	3648
27	3648
28	3648
29	3648
30	3423
31	3423
32	3423
33	3423
34	3423
35	3423
36	3423
37	3423
38	3423
39	3423
40	3423
41	3423
42	3423
43	3423
44	3423
45	3423
46	3423
47	3423
48	3423
49	3423
50	3423
51	3423
52	3423
53	3423
54	3423
55	3423
56	3423
57	3423
58	3423
59	3423
60	3423
61	3423
62	3423
63	3423
64	3423
65	3327
66	3327
67	3327
68	3246
69	3246
70	3246
71	3246
72	3246
73	3246
74	3246
75	3246
76	3246
77	3068
78	3068
79	3068
80	3068
81	3068
82	2935
83	2935
84	2935
85	2935
86	2935
87	2935
88	2935
89	2935
90	2935
91	2935
92	2935
93	2935
94	2935
95	2935
96	2935
97	2935
98	2935
99	2935
100	2935
101	2935
102	2935
103	2935
104	2935
105	2935
106	2935
107	2935
108	2935
109	2935
110	2935
111	2935
112	2840
113	2840
114	2840
115	2775
116	2662
117	2662
118	2662
119	2662
120	2662
121	2662
122	2662
123	2662
124	2662
125	2662
126	2662
127	2662
128	2662
129	2662
130	2662
131	2662
132	2662
133	2662
134	2662
135	2662
136	2662
137	2662
138	2662
139	2662
140	2662
141	2662
142	2662
143	2662
144	2662
145	2662
146	2662
147	2662
148	2662
149	2604
150	2604
151	2604
152	2604
153	2604
154	2604
155	2604
156	2604
157	2604
158	2604
159	2604
160	2604
161	2604
162	2554
163	2554
164	2501
165	2501
166	2501
167	2501
168	2501
169	2501
170	2501
171	2501
172	2501
173	2501
174	2501
175	2501
176	2501
177	2501
178	2501
179	2501
180	2501
181	2501
182	2501
183	2501
184	2501
185	2501
186	2501
187	2501
188	2501
189	2501
190	2501
191	2501
192	2501
193	2501
194	2501
195	2501
196	2501
197	2501
198	2501
199	2501
