Iteracion 	 mejor fitness encontrado 
0	4515
1	3945
2	3945
3	3945
4	3945
5	3945
6	3664
7	3664
8	3664
9	3664
10	3664
11	3600
12	3600
13	3600
14	3600
15	3600
16	3600
17	3600
18	3600
19	3600
20	3600
21	3600
22	3600
23	3600
24	3600
25	3600
26	3600
27	3371
28	3371
29	3371
30	3371
31	3371
32	3371
33	3371
34	3371
35	3371
36	3371
37	3371
38	3371
39	3371
40	3371
41	3371
42	3371
43	3371
44	3371
45	3371
46	3371
47	3371
48	3371
49	3371
50	3371
51	3371
52	3371
53	3371
54	3371
55	3371
56	3371
57	3371
58	3371
59	3371
60	3371
61	3371
62	3371
63	3371
64	3371
65	3371
66	3219
67	3219
68	3219
69	3219
70	3219
71	3219
72	3219
73	3219
74	3219
75	3219
76	3219
77	3219
78	3219
79	3219
80	3219
81	3219
82	3219
83	3219
84	3219
85	3219
86	3195
87	3195
88	3195
89	3195
90	3195
91	3195
92	3195
93	2863
94	2863
95	2863
96	2863
97	2863
98	2863
99	2863
100	2863
101	2863
102	2863
103	2863
104	2863
105	2863
106	2863
107	2863
108	2863
109	2863
110	2863
111	2863
112	2863
113	2863
114	2863
115	2863
116	2863
117	2863
118	2863
119	2863
120	2863
121	2863
122	2863
123	2863
124	2863
125	2863
126	2774
127	2774
128	2774
129	2774
130	2774
131	2774
132	2774
133	2774
134	2774
135	2774
136	2774
137	2774
138	2774
139	2774
140	2774
141	2774
142	2774
143	2774
144	2774
145	2774
146	2774
147	2774
148	2774
149	2774
150	2774
151	2774
152	2774
153	2774
154	2774
155	2774
156	2774
157	2774
158	2774
159	2750
160	2750
161	2750
162	2750
163	2750
164	2750
165	2750
166	2750
167	2750
168	2750
169	2750
170	2750
171	2750
172	2750
173	2750
174	2750
175	2750
176	2750
177	2750
178	2750
179	2750
180	2750
181	2750
182	2750
183	2750
184	2750
185	2750
186	2750
187	2750
188	2750
189	2750
190	2750
191	2750
192	2750
193	2750
194	2750
195	2750
196	2750
197	2750
198	2750
199	2750
