Iteracion 	 mejor fitness encontrado 
0	4079
1	4079
2	4079
3	4079
4	3612
5	3612
6	3612
7	3612
8	3612
9	3612
10	3612
11	3612
12	3612
13	3612
14	3612
15	3612
16	3612
17	3612
18	3612
19	3612
20	3612
21	3612
22	3612
23	3612
24	3612
25	3612
26	3612
27	3612
28	3612
29	3612
30	3468
31	3468
32	3468
33	3468
34	3468
35	3468
36	3468
37	3468
38	3468
39	3468
40	3468
41	3468
42	3468
43	3468
44	3468
45	3468
46	3468
47	3468
48	3468
49	3468
50	3468
51	3468
52	3213
53	3213
54	3213
55	3213
56	3213
57	3213
58	3213
59	3213
60	3213
61	3213
62	3213
63	3213
64	3213
65	3213
66	3213
67	3213
68	3213
69	3213
70	3213
71	3213
72	3213
73	3213
74	3213
75	3213
76	3213
77	3213
78	3213
79	3213
80	3213
81	3213
82	3213
83	3213
84	3213
85	3213
86	3213
87	3213
88	3150
89	3150
90	3150
91	3150
92	3150
93	3150
94	3150
95	3150
96	3150
97	3150
98	3150
99	3150
100	3150
101	3150
102	3150
103	3150
104	3150
105	3150
106	3150
107	3150
108	3150
109	3150
110	3150
111	3150
112	3150
113	3150
114	3150
115	3150
116	3150
117	3150
118	3150
119	3150
120	3150
121	3121
122	3121
123	3121
124	3121
125	3121
126	3121
127	3121
128	3121
129	3121
130	3121
131	3121
132	3121
133	3121
134	3121
135	3037
136	3037
137	3037
138	3037
139	3037
140	3037
141	3037
142	3037
143	3037
144	3037
145	3037
146	3037
147	3037
148	3037
149	3037
150	3037
151	3037
152	3037
153	3037
154	3037
155	3037
156	3037
157	3037
158	3037
159	3037
160	3037
161	3037
162	3037
163	3037
164	3037
165	3037
166	3037
167	3037
168	3037
169	3037
170	3022
171	3022
172	3022
173	3022
174	3022
175	3022
176	3022
177	3022
178	3022
179	3022
180	3022
181	3022
182	3022
183	3022
184	3022
185	3022
186	3022
187	3022
188	3022
189	3022
190	3022
191	3022
192	3022
193	3022
194	3022
195	3022
196	3022
197	3022
198	3022
199	3022
