Iteracion 	 mejor fitness encontrado 
0	4451
1	3956
2	3956
3	3936
4	3931
5	3931
6	3931
7	3931
8	3931
9	3931
10	3819
11	3819
12	3819
13	3819
14	3819
15	3819
16	3819
17	3819
18	3819
19	3819
20	3819
21	3819
22	3819
23	3819
24	3819
25	3819
26	3819
27	3819
28	3819
29	3819
30	3819
31	3819
32	3819
33	3819
34	3819
35	3819
36	3819
37	3819
38	3819
39	3819
40	3819
41	3819
42	3819
43	3379
44	3379
45	3379
46	3379
47	3379
48	3379
49	3379
50	3379
51	3379
52	3379
53	3379
54	3379
55	3379
56	3379
57	3379
58	3379
59	3379
60	3379
61	3379
62	3379
63	3379
64	3379
65	3379
66	3379
67	3379
68	3379
69	3379
70	3379
71	3379
72	3379
73	3379
74	3379
75	3379
76	3379
77	3379
78	3379
79	3379
80	3379
81	3379
82	3379
83	3379
84	3379
85	3379
86	3379
87	3379
88	3379
89	3284
90	3284
91	3284
92	3284
93	3284
94	3284
95	3284
96	3284
97	3284
98	3284
99	3284
100	3284
101	3284
102	3284
103	3284
104	3284
105	3284
106	3284
107	3284
108	3284
109	3284
110	3284
111	3284
112	3284
113	3199
114	3199
115	3199
116	3199
117	3084
118	3084
119	3084
120	3084
121	3084
122	3029
123	3029
124	3029
125	3029
126	3029
127	3029
128	3029
129	3029
130	3029
131	3029
132	3029
133	3029
134	3029
135	3029
136	3029
137	3029
138	3029
139	3029
140	3029
141	3029
142	3029
143	3029
144	3029
145	3029
146	3029
147	3029
148	3029
149	3029
150	3029
151	3029
152	3029
153	3029
154	3029
155	2897
156	2897
157	2897
158	2897
159	2897
160	2897
161	2897
162	2897
163	2897
164	2897
165	2897
166	2897
167	2897
168	2897
169	2897
170	2897
171	2897
172	2897
173	2897
174	2897
175	2897
176	2897
177	2897
178	2897
179	2897
180	2897
181	2897
182	2897
183	2897
184	2897
185	2897
186	2897
187	2897
188	2897
189	2897
190	2897
191	2897
192	2897
193	2897
194	2897
195	2897
196	2897
197	2897
198	2897
199	2897
