Iteracion 	 mejor fitness encontrado 
0	4168
1	4168
2	4168
3	4168
4	4168
5	4168
6	4168
7	4134
8	4134
9	4134
10	4134
11	4134
12	4134
13	4084
14	4084
15	3314
16	3314
17	3314
18	3314
19	3314
20	3314
21	3314
22	3314
23	3314
24	3314
25	2994
26	2994
27	2994
28	2994
29	2994
30	2994
31	2994
32	2994
33	2994
34	2994
35	2994
36	2994
37	2994
38	2994
39	2994
40	2994
41	2994
42	2994
43	2994
44	2994
45	2994
46	2994
47	2994
48	2994
49	2994
50	2994
51	2994
52	2994
53	2994
54	2994
55	2994
56	2994
57	2994
58	2994
59	2994
60	2994
61	2994
62	2994
63	2994
64	2994
65	2994
66	2994
67	2994
68	2994
69	2994
70	2994
71	2994
72	2994
73	2994
74	2994
75	2994
76	2994
77	2994
78	2994
79	2994
80	2994
81	2994
82	2994
83	2994
84	2994
85	2994
86	2994
87	2994
88	2994
89	2994
90	2994
91	2994
92	2994
93	2994
94	2994
95	2994
96	2994
97	2994
98	2994
99	2994
100	2994
101	2994
102	2994
103	2994
104	2994
105	2994
106	2994
107	2994
108	2994
109	2994
110	2994
111	2994
112	2994
113	2994
114	2994
115	2994
116	2994
117	2994
118	2994
119	2994
120	2994
121	2994
122	2994
123	2994
124	2994
125	2994
126	2994
127	2994
128	2994
129	2994
130	2994
131	2994
132	2994
133	2994
134	2994
135	2994
136	2994
137	2994
138	2994
139	2994
140	2994
141	2994
142	2994
143	2994
144	2994
145	2994
146	2863
147	2863
148	2863
149	2863
150	2863
151	2863
152	2863
153	2863
154	2863
155	2863
156	2863
157	2863
158	2863
159	2863
160	2863
161	2863
162	2863
163	2863
164	2863
165	2863
166	2863
167	2863
168	2863
169	2863
170	2863
171	2863
172	2863
173	2863
174	2863
175	2863
176	2863
177	2863
178	2863
179	2863
180	2863
181	2863
182	2863
183	2863
184	2863
185	2863
186	2863
187	2863
188	2863
189	2863
190	2863
191	2863
192	2863
193	2863
194	2863
195	2863
196	2863
197	2863
198	2863
199	2863
