Iteracion 	 mejor fitness encontrado 
0	3901
1	3901
2	3901
3	3901
4	3901
5	3901
6	3901
7	3901
8	3901
9	3901
10	3901
11	3901
12	3901
13	3901
14	3812
15	3812
16	3812
17	3812
18	3812
19	3812
20	3812
21	3812
22	3812
23	3812
24	3812
25	3812
26	3812
27	3812
28	3542
29	3542
30	3542
31	3542
32	3542
33	3542
34	3542
35	3542
36	3542
37	3472
38	3472
39	3472
40	3472
41	3472
42	3472
43	3472
44	3472
45	3472
46	3472
47	3472
48	3472
49	3472
50	3472
51	3472
52	3472
53	3472
54	3472
55	3472
56	3472
57	3472
58	3472
59	3472
60	3472
61	3472
62	3472
63	3472
64	3472
65	3472
66	3472
67	3472
68	3472
69	3472
70	3472
71	3472
72	3472
73	3472
74	3472
75	3472
76	3472
77	3472
78	3472
79	3376
80	3376
81	3376
82	3376
83	3376
84	3376
85	3376
86	3192
87	3192
88	3192
89	3192
90	3192
91	3192
92	3192
93	3192
94	3192
95	3192
96	3192
97	3192
98	3192
99	3181
100	3181
101	3181
102	3181
103	3181
104	3181
105	3181
106	3181
107	3181
108	3181
109	3181
110	3181
111	3181
112	3181
113	3181
114	3181
115	3181
116	3181
117	3181
118	3181
119	3181
120	3181
121	3181
122	3181
123	3181
124	3181
125	3181
126	3181
127	3181
128	3181
129	3181
130	3181
131	3181
132	3181
133	3181
134	3181
135	3181
136	3137
137	3137
138	3137
139	3137
140	3137
141	3137
142	3137
143	3137
144	3137
145	3137
146	3137
147	3137
148	3137
149	3137
150	3137
151	3137
152	3137
153	3137
154	3137
155	3137
156	3137
157	3137
158	3124
159	3124
160	3124
161	3124
162	3124
163	3124
164	3124
165	3124
166	3124
167	3124
168	3124
169	3124
170	3124
171	3124
172	3124
173	3124
174	3124
175	3124
176	3124
177	3124
178	3062
179	3062
180	3062
181	3062
182	3062
183	3062
184	3062
185	3062
186	3062
187	3045
188	3045
189	3030
190	3030
191	2950
192	2950
193	2950
194	2950
195	2950
196	2950
197	2950
198	2950
199	2950
