Iteracion 	 mejor fitness encontrado 
0	4486
1	3654
2	3654
3	3654
4	3654
5	3654
6	3654
7	3654
8	3654
9	3654
10	3654
11	3654
12	3654
13	3654
14	3654
15	3654
16	3478
17	3289
18	3289
19	3289
20	3289
21	3289
22	3289
23	3067
24	3067
25	3067
26	3067
27	3067
28	3067
29	3067
30	3040
31	3040
32	2966
33	2966
34	2966
35	2966
36	2966
37	2966
38	2966
39	2966
40	2931
41	2931
42	2931
43	2863
44	2863
45	2863
46	2863
47	2863
48	2860
49	2717
50	2717
51	2717
52	2693
53	2693
54	2693
55	2693
56	2693
57	2693
58	2693
59	2693
60	2693
61	2693
62	2693
63	2693
64	2693
65	2693
66	2693
67	2693
68	2693
69	2693
70	2693
71	2693
72	2693
73	2693
74	2693
75	2661
76	2661
77	2661
78	2661
79	2661
80	2642
81	2595
82	2595
83	2595
84	2595
85	2595
86	2595
87	2595
88	2595
89	2595
90	2595
91	2595
92	2595
93	2595
94	2595
95	2595
96	2595
97	2595
98	2595
99	2595
100	2595
101	2595
102	2563
103	2563
104	2563
105	2563
106	2563
107	2563
108	2563
109	2563
110	2563
111	2563
112	2563
113	2563
114	2563
115	2563
116	2563
117	2563
118	2563
119	2563
120	2563
121	2563
122	2563
123	2563
124	2563
125	2563
126	2563
127	2563
128	2563
129	2563
130	2563
131	2563
132	2563
133	2563
134	2563
135	2563
136	2563
137	2563
138	2563
139	2563
140	2563
141	2563
142	2563
143	2563
144	2563
145	2563
146	2563
147	2563
148	2563
149	2563
150	2563
151	2563
152	2563
153	2563
154	2563
155	2563
156	2563
157	2563
158	2563
159	2563
160	2563
161	2563
162	2563
163	2563
164	2563
165	2563
166	2563
167	2563
168	2563
169	2563
170	2563
171	2563
172	2563
173	2404
174	2404
175	2404
176	2404
177	2404
178	2404
179	2404
180	2404
181	2404
182	2404
183	2404
184	2404
185	2404
186	2404
187	2404
188	2404
189	2404
190	2404
191	2404
192	2404
193	2404
194	2404
195	2404
196	2404
197	2404
198	2404
199	2404
