Iteracion 	 mejor fitness encontrado 
0	4063
1	4042
2	3998
3	3495
4	3495
5	3366
6	3298
7	3124
8	3124
9	3018
10	3009
11	3009
12	2936
13	2862
14	2862
15	2830
16	2809
17	2809
18	2714
19	2680
20	2680
21	2637
22	2637
23	2637
24	2637
25	2637
26	2613
27	2613
28	2613
29	2613
30	2613
31	2613
32	2613
33	2613
34	2613
35	2613
36	2613
37	2613
38	2613
39	2613
40	2613
41	2613
42	2613
43	2613
44	2613
45	2613
46	2613
47	2613
48	2613
49	2613
50	2613
51	2613
52	2613
53	2613
54	2613
55	2613
56	2613
57	2613
58	2613
59	2613
60	2613
61	2613
62	2613
63	2613
64	2613
65	2613
66	2613
67	2613
68	2613
69	2613
70	2613
71	2613
72	2613
73	2613
74	2613
75	2613
76	2613
77	2613
78	2613
79	2613
80	2613
81	2613
82	2613
83	2613
84	2613
85	2613
86	2613
87	2613
88	2613
89	2613
90	2613
91	2613
92	2613
93	2613
94	2613
95	2613
96	2613
97	2613
98	2613
99	2613
100	2613
101	2613
102	2613
103	2613
104	2613
105	2613
106	2613
107	2613
108	2613
109	2613
110	2613
111	2613
112	2613
113	2613
114	2613
115	2613
116	2613
117	2613
118	2613
119	2613
120	2613
121	2613
122	2613
123	2613
124	2613
125	2613
126	2613
127	2613
128	2613
129	2613
130	2613
131	2613
132	2613
133	2613
134	2613
135	2613
136	2613
137	2613
138	2613
139	2613
140	2613
141	2613
142	2613
143	2613
144	2613
145	2613
146	2613
147	2613
148	2613
149	2613
150	2613
151	2613
152	2613
153	2613
154	2613
155	2613
156	2613
157	2613
158	2613
159	2613
160	2613
161	2613
162	2613
163	2613
164	2613
165	2613
166	2613
167	2613
168	2613
169	2613
170	2613
171	2613
172	2613
173	2613
174	2613
175	2613
176	2613
177	2613
178	2613
179	2613
180	2613
181	2613
182	2613
183	2613
184	2613
185	2613
186	2613
187	2613
188	2613
189	2613
190	2613
191	2613
192	2613
193	2613
194	2613
195	2613
196	2613
197	2613
198	2613
199	2613
