Iteracion 	 mejor fitness encontrado 
0	3668
1	3565
2	3565
3	3426
4	3295
5	3224
6	3224
7	3126
8	3097
9	3097
10	2928
11	2903
12	2903
13	2903
14	2903
15	2903
16	2903
17	2903
18	2903
19	2903
20	2903
21	2903
22	2903
23	2903
24	2903
25	2903
26	2903
27	2903
28	2903
29	2903
30	2903
31	2903
32	2903
33	2903
34	2903
35	2903
36	2903
37	2903
38	2903
39	2903
40	2903
41	2903
42	2903
43	2903
44	2903
45	2903
46	2903
47	2903
48	2903
49	2903
50	2903
51	2903
52	2903
53	2903
54	2903
55	2903
56	2903
57	2903
58	2903
59	2903
60	2903
61	2903
62	2903
63	2903
64	2903
65	2903
66	2903
67	2903
68	2903
69	2903
70	2903
71	2903
72	2903
73	2903
74	2903
75	2903
76	2903
77	2903
78	2903
79	2903
80	2903
81	2903
82	2903
83	2903
84	2903
85	2903
86	2903
87	2903
88	2903
89	2903
90	2903
91	2903
92	2903
93	2903
94	2903
95	2903
96	2903
97	2903
98	2892
99	2892
100	2892
101	2892
102	2892
103	2892
104	2892
105	2892
106	2892
107	2892
108	2892
109	2892
110	2892
111	2892
112	2892
113	2892
114	2892
115	2892
116	2892
117	2892
118	2892
119	2892
120	2892
121	2892
122	2892
123	2892
124	2892
125	2892
126	2892
127	2892
128	2892
129	2892
130	2892
131	2892
132	2892
133	2892
134	2892
135	2892
136	2892
137	2892
138	2892
139	2892
140	2892
141	2892
142	2892
143	2892
144	2892
145	2892
146	2892
147	2892
148	2892
149	2892
150	2892
151	2892
152	2892
153	2892
154	2892
155	2892
156	2892
157	2892
158	2892
159	2892
160	2892
161	2892
162	2892
163	2892
164	2892
165	2892
166	2892
167	2892
168	2892
169	2892
170	2892
171	2892
172	2892
173	2892
174	2892
175	2892
176	2892
177	2892
178	2892
179	2892
180	2892
181	2892
182	2892
183	2892
184	2892
185	2892
186	2892
187	2892
188	2892
189	2892
190	2892
191	2892
192	2892
193	2892
194	2892
195	2892
196	2892
197	2892
198	2892
199	2892
