Iteracion 	 mejor fitness encontrado 
0	3995
1	3995
2	3995
3	3995
4	3995
5	3995
6	3995
7	3995
8	3964
9	3964
10	3964
11	3964
12	3964
13	3862
14	3862
15	3862
16	3862
17	3862
18	3862
19	3862
20	3862
21	3862
22	3862
23	3862
24	3862
25	3862
26	3862
27	3862
28	3696
29	3696
30	3587
31	3587
32	3587
33	3587
34	3587
35	3587
36	3587
37	3587
38	3587
39	3587
40	3587
41	3587
42	3587
43	3587
44	3587
45	3587
46	3587
47	3587
48	3587
49	3587
50	3587
51	3587
52	3587
53	3587
54	3587
55	3587
56	3587
57	3587
58	3587
59	3587
60	3587
61	3587
62	3587
63	3587
64	3587
65	3587
66	3587
67	3587
68	3587
69	3587
70	3587
71	3587
72	3587
73	3587
74	3587
75	3587
76	3587
77	3587
78	3587
79	3587
80	3587
81	3587
82	3587
83	3587
84	3587
85	3587
86	3587
87	3587
88	3587
89	3587
90	3587
91	3587
92	3587
93	3587
94	3587
95	3587
96	3587
97	3587
98	3587
99	3587
100	3587
101	3587
102	3587
103	3587
104	3587
105	3587
106	3587
107	3587
108	3587
109	3587
110	3587
111	3587
112	3587
113	3587
114	3587
115	3587
116	3587
117	3587
118	3587
119	3587
120	3587
121	3587
122	3587
123	3587
124	3587
125	3587
126	3587
127	3587
128	3587
129	3587
130	3587
131	3587
132	3587
133	3587
134	3587
135	3587
136	3587
137	3587
138	3587
139	3587
140	3587
141	3587
142	3587
143	3587
144	3587
145	3587
146	3587
147	3587
148	3587
149	3587
150	3587
151	3587
152	3587
153	3587
154	3587
155	3587
156	3587
157	3587
158	3587
159	3587
160	3587
161	3587
162	3587
163	3587
164	3587
165	3587
166	3587
167	3587
168	3587
169	3586
170	3586
171	3586
172	3586
173	3586
174	3586
175	3586
176	3586
177	3586
178	3586
179	3586
180	3586
181	3586
182	3586
183	3586
184	3586
185	3586
186	3586
187	3586
188	3586
189	3586
190	3586
191	3586
192	3586
193	3586
194	3586
195	3586
196	3586
197	3586
198	3586
199	3586
